SSDSE-A-2026,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D1202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R05366,èHìcåß,à‰êÏí¨,4566,2130,2436,4537,2116,2421,332,176,156,2231,1131,1100,1977,810,1167,1066,367,699,6,8,88,63,121,1528,1523,4261,796,304,499,233,216,9,5,4795,2188,174,10,0,0,39,10,0,1,0,37,0,2,2,13,22,6,19,5,8,1709,125,0,0,172,622,0,1,0,333,0,5,3,52,49,7,293,19,28,281,61,59,77.5,5.9,3760827,419817,3398167,938782,355578,312688,19327,0,0,0,0,0,0,0,0,1,34,116,80,0,0,2202,1207,995,85,62,23,1902,660,1242,245,570,1365,27,0,4326,154,30,8,1,0,3,3,2,3,1,0
R05368,èHìcåß,ëÂäÉë∫,3011,1500,1511,2992,1490,1502,350,201,149,1686,875,811,954,411,543,558,244,314,19,12,56,138,135,839,835,2715,368,150,188,78,55,6,2,17011,15965,128,29,0,0,4,11,1,1,0,35,2,1,4,6,11,6,11,2,4,1299,197,0,0,40,305,3,3,0,243,10,1,22,117,52,84,167,35,20,402,1,39,94.8,8.2,3901563,739901,3708220,571920,234572,356750,7754,0,0,1,15,129,1,12,77,0,0,0,0,0,0,1966,1025,941,12,9,3,651,248,403,1458,45,460,1,0,3002,0,25,1,0,0,2,1,1,1,2,0
R05434,èHìcåß,î¸ãΩí¨,18613,8701,9912,18561,8695,9866,1770,911,859,9474,4751,4723,7367,3037,4330,3973,1388,2585,49,58,347,275,356,5999,5965,17947,2857,1071,1736,722,711,33,18,16832,9637,806,37,0,0,157,86,1,0,12,189,4,8,18,49,93,11,59,18,64,6204,295,0,0,1082,1633,2,0,174,956,33,19,41,224,282,21,1082,116,244,1138,238,164,82.1,-1.5,13279775,1494774,12772594,3222378,1626720,1361076,1738,0,0,3,57,702,1,31,378,0,0,0,0,1,141,9848,5369,4479,316,204,112,6408,2084,4324,1470,2880,5240,1,1,17910,3175,153,37,2,0,11,5,9,9,7,0
R05463,èHìcåß,âHå„í¨,13825,6637,7188,13717,6623,7094,1286,679,607,7085,3599,3486,5437,2350,3087,2824,1025,1799,102,44,290,152,256,4658,4648,13497,2238,901,1494,612,555,25,9,23078,6993,542,36,0,0,65,70,0,0,9,126,3,6,9,51,72,9,29,10,47,4269,283,0,0,520,1244,0,0,91,700,24,11,17,298,145,146,568,65,157,1094,315,105,88.7,10.6,9073769,1111448,8633688,2362159,800513,735753,0,0,0,4,58,493,1,28,306,0,0,0,0,1,102,7455,4075,3380,329,231,98,4653,1601,3052,1211,2318,3747,13,1,13417,3659,117,43,1,1,6,5,12,9,17,2
R05464,èHìcåß,ìåê¨ê£ë∫,2704,1491,1213,2637,1432,1205,206,120,86,1455,911,544,1008,425,583,545,186,359,66,3,51,62,78,1158,790,2265,390,164,271,116,104,6,2,20369,3196,121,9,1,0,22,15,0,0,4,18,0,4,1,15,14,0,9,3,6,893,79,2,0,295,101,0,0,67,59,0,8,4,79,17,0,148,15,19,143,128,33,89.0,16.0,4400459,227873,4321744,504753,358590,257524,0,0,0,1,14,69,1,13,43,0,0,0,0,0,0,1567,1023,544,35,26,9,859,285,574,148,742,668,1,0,2402,275,17,4,0,0,3,1,1,1,1,1
R06201,éRå`åß,éRå`és,247590,119001,128589,244115,117270,126845,29120,14928,14192,140796,69625,71171,72341,31371,40970,38305,15038,23267,1156,1397,3242,6446,6851,102318,102101,240434,53387,35538,23033,11687,10154,844,291,38130,17246,12410,57,0,0,1071,757,14,148,218,3097,284,954,573,1468,1208,375,1037,89,1059,121393,582,0,0,8647,12566,456,2196,5484,27264,5028,3212,3361,10077,5391,4948,18907,1302,11960,1737,1495,1151,90.8,7.6,120040990,36504766,116397300,40834017,12702897,16314973,38047,14,1148,37,795,11527,16,479,6182,0,0,0,0,14,9940,118135,62754,55381,4268,2587,1681,75921,28081,47840,3724,22705,88088,8,6,236855,6654,2069,1210,44,13,247,137,1245,217,765,44
R06202,éRå`åß,ïƒëÚés,81252,40258,40994,80502,39940,40562,8881,4525,4356,46225,24293,21932,25259,10739,14520,13516,4965,8551,737,378,1237,1775,2318,33095,33013,78729,15178,12273,7312,3254,3300,195,100,54851,13301,4129,33,0,0,355,444,9,40,71,950,66,306,161,477,372,115,359,27,344,41034,382,0,0,2661,11529,185,403,1445,7509,751,703,867,3085,1396,1254,5476,355,3033,758,543,431,94.0,7.8,44780263,11008894,42950196,14754414,3701809,4100221,578703,4,279,15,252,3217,7,163,1930,0,0,0,0,6,2901,40875,22315,18560,1487,979,508,25546,9818,15728,1369,13599,24481,2,1,75189,8103,731,378,15,5,58,32,160,48,168,15
R06203,éRå`åß,íﬂâ™és,122347,58626,63721,120978,58003,62975,13441,6816,6625,65098,33248,31850,43003,18075,24928,23042,8315,14727,635,611,2084,2125,2607,45666,45487,118609,22240,13298,11787,5333,5951,339,121,131151,40066,6079,110,4,2,628,446,9,39,87,1553,105,176,215,745,708,166,521,76,489,53749,1088,73,46,4793,12144,196,211,1444,9594,1416,628,1287,4269,2291,1402,8494,900,3473,3115,1123,745,94.9,6.7,77545655,15799255,75760993,22600194,6682130,7611757,151797,4,233,26,446,5090,12,257,2953,0,0,0,0,7,3642,62393,33241,29152,2033,1276,757,40048,14880,25168,5598,17888,37544,1,6,119029,3837,1268,580,15,5,99,49,225,69,214,34
R06204,éRå`åß,éìcés,100273,47838,52435,99235,47475,51760,10305,5227,5078,53031,26996,26035,36091,15193,20898,18951,6902,12049,503,430,1866,1836,2310,39402,39263,97200,20066,11897,10611,4892,5223,273,105,60298,24204,5253,82,3,4,560,332,15,30,109,1394,87,194,191,605,562,135,479,56,415,48166,801,19,26,4878,8878,321,221,2375,9822,907,694,819,3172,1954,979,7276,630,4394,1826,567,648,98.2,10.0,61847946,13328521,60128141,17241030,6804546,5129396,0,3,157,22,332,3914,8,182,2177,0,0,0,0,4,2289,50286,27013,23273,1922,1209,713,34588,12724,21864,4205,12962,32744,1,5,96137,268,1016,511,15,3,92,43,263,72,224,24
R06205,éRå`åß,êVèØés,34432,16446,17986,33900,16291,17609,3863,1956,1907,18944,9547,9397,11370,4786,6584,5978,2231,3747,361,166,569,887,1021,12857,12782,33048,6220,3792,3037,1370,1450,87,48,22285,9453,2077,19,0,0,197,170,4,8,36,492,42,108,66,294,240,41,193,17,150,16840,204,0,0,1842,3763,66,66,658,3387,410,330,321,1114,727,276,2337,375,964,1053,229,210,93.9,7.1,20608121,4652483,19751099,6020580,2671493,2066673,28039,3,193,4,83,867,3,55,459,2,86,617,319,4,1285,17274,9203,8071,726,479,247,10940,3936,7004,1520,4883,10518,2,1,32634,2290,392,249,6,1,30,18,84,21,89,8
R06206,éRå`åß,ä¶âÕç]és,40189,19529,20660,39697,19368,20329,5040,2627,2413,22051,11139,10912,12859,5640,7219,6819,2632,4187,345,259,527,861,1000,13654,13627,39347,7370,2894,3477,1665,1156,126,51,13903,6973,1947,17,0,1,222,209,2,5,40,435,22,60,66,243,234,40,160,22,169,18544,163,0,26,1747,5306,22,8,995,3358,325,255,298,1164,718,241,2324,472,1122,1091,703,242,83.7,7.8,27090552,5213420,26089986,6152793,2131814,2515892,28942,2,301,9,159,1998,3,83,1051,0,0,0,0,2,771,21081,11521,9560,751,492,259,12433,4419,8014,1975,7050,11972,5,1,39817,2164,356,214,6,1,36,19,56,24,65,9
R06207,éRå`åß,è„éRés,29110,13909,15201,28782,13771,15011,2712,1371,1341,14828,7467,7361,11386,4970,6416,6009,2306,3703,147,95,494,550,704,10537,10509,28145,5641,2485,3268,1557,1469,71,31,24093,7846,1325,31,0,0,157,156,2,4,23,293,12,65,37,167,134,31,105,13,95,11288,337,0,0,806,3308,7,7,290,1876,181,191,196,1011,351,143,1972,143,469,824,484,205,89.8,6.4,19272927,3764773,17780724,4840273,1068417,1677983,21010,0,0,4,92,1024,3,54,569,0,0,0,0,1,560,14442,7756,6686,609,385,224,10470,3961,6509,1431,3470,9268,10,1,28211,1385,245,114,4,2,22,11,55,23,67,4
R06208,éRå`åß,ë∫éRés,22516,10937,11579,22331,10906,11425,2193,1148,1045,11389,5785,5604,8903,3981,4922,4868,1888,2980,180,84,430,398,526,7579,7570,22111,3802,1505,2325,1148,892,45,17,19698,8881,1152,16,0,0,175,162,3,3,16,263,12,29,33,111,128,14,74,14,99,8195,127,0,0,939,2889,19,7,152,1411,143,52,150,472,274,189,994,87,290,1127,769,169,84.1,8.5,18432509,2440926,17130797,3848250,2777031,1094758,65594,1,99,7,87,811,2,39,447,0,0,0,0,1,297,11715,6477,5238,437,297,140,7940,2900,5040,1595,4222,5747,1,1,21845,1864,225,87,3,0,21,7,21,13,31,6
R06209,éRå`åß,í∑à‰és,26543,12953,13590,26167,12794,13373,2897,1493,1404,13989,7210,6779,9449,4096,5353,5166,1989,3177,340,104,467,490,625,9486,9436,25471,4644,2555,2502,1137,1088,66,36,21467,7911,1501,28,0,1,182,180,6,10,17,356,29,60,51,160,151,40,111,13,106,11831,294,0,17,1256,3372,64,69,213,2277,320,137,291,584,323,285,1655,221,453,612,393,232,89.4,11.7,22035980,3154017,21395150,4686245,1772054,1791817,121102,1,65,6,96,1082,2,47,614,0,0,0,0,2,650,13659,7479,6180,351,219,132,8934,3358,5576,892,5009,7300,0,1,24952,2190,292,128,4,2,21,11,24,17,42,4
R06210,éRå`åß,ìVì∂és,62140,30222,31918,61600,29948,31652,8060,4197,3863,35110,17581,17529,18761,8309,10452,9614,3823,5791,531,404,824,1687,1745,22589,22542,60671,12487,5680,5427,2644,1948,189,94,11302,7535,2908,32,0,0,286,239,4,12,72,747,48,171,87,367,315,84,240,26,178,28106,400,0,0,1838,7201,84,66,1715,5963,704,473,365,2682,1235,665,3007,435,1273,1660,570,273,88.7,4.8,32660631,8675556,30423006,10576972,2616916,3886952,0,5,381,12,255,3199,4,128,1571,0,0,0,0,2,996,32972,17839,15133,1361,848,513,18976,6926,12050,3113,9942,19766,104,1,60401,1221,590,308,11,3,52,26,80,38,102,16
R06211,éRå`åß,ìåç™és,47682,23525,24157,47307,23408,23899,6548,3348,3200,27344,14086,13258,13441,5850,7591,7212,2764,4448,322,318,627,1762,1738,16573,16522,45704,9036,4067,3609,1689,1272,209,67,20694,7468,1749,26,0,2,165,180,0,5,31,465,21,84,55,216,208,41,133,11,106,20628,221,0,45,1027,8578,0,24,645,3359,273,234,319,1504,695,215,2155,371,963,1578,497,239,90.9,7.8,25877478,7073884,24909722,7708846,2027592,2800369,1698,0,0,9,185,2655,6,126,1558,0,0,0,0,1,543,25069,13941,11128,799,485,314,13062,4549,8513,2832,7785,13995,8,1,47874,2301,378,157,6,2,34,18,62,28,102,13
R06212,éRå`åß,îˆâ‘ëÚés,14971,7320,7651,14890,7312,7578,1459,769,690,7278,3777,3501,6232,2773,3459,3350,1268,2082,80,46,283,147,354,4883,4871,14425,2365,944,1548,732,585,24,11,37253,11340,801,24,2,0,118,84,0,4,15,228,8,16,23,84,93,8,41,9,44,5865,266,15,0,753,1517,0,6,187,1170,53,36,134,503,230,45,709,48,193,1099,412,142,92.9,8.1,15244689,1708988,14432995,2745192,2058324,1127131,15976,0,0,5,67,548,2,32,298,0,0,0,0,1,77,7921,4428,3493,232,156,76,5057,1813,3244,1644,2340,3812,71,1,14092,1153,205,54,3,1,11,3,10,3,10,5
R06213,éRå`åß,ìÏózés,30420,14652,15768,30131,14540,15591,3516,1797,1719,16493,8346,8147,10339,4453,5886,5443,2047,3396,269,129,484,598,690,10760,10720,29519,5685,2528,2906,1289,1149,106,37,16052,6435,1665,18,0,0,161,172,1,9,29,397,24,90,46,244,185,36,137,11,105,12647,122,0,0,901,3349,1,285,382,2379,312,197,225,1203,495,180,2063,91,462,769,338,192,93.1,12.2,17840226,3580978,16564902,5377349,1729570,1794469,14195,1,51,7,104,1306,3,59,749,0,0,0,0,1,283,15951,8563,7388,526,345,181,9931,3662,6269,1492,5004,9266,8,1,29560,3090,339,203,3,1,26,13,37,16,43,6
R06301,éRå`åß,éRï”í¨,13725,6603,7122,13678,6590,7088,1626,848,778,7372,3660,3712,4715,2091,2624,2439,982,1457,47,66,203,276,362,4551,4544,13386,2759,704,1436,690,421,33,15,6145,2975,456,8,0,0,78,60,0,1,4,115,4,10,8,31,46,14,33,6,38,2637,72,0,0,334,642,0,4,37,519,29,16,26,128,161,87,452,42,88,263,265,94,85.7,10.3,6978757,1254147,6639624,1832558,469671,684852,4012,1,50,2,55,651,1,29,359,0,0,0,0,1,328,6920,3733,3187,264,169,95,4632,1707,2925,393,2036,4317,10,0,13267,436,98,22,0,0,10,6,12,8,13,1
R06302,éRå`åß,íÜéRí¨,10746,5251,5495,10689,5227,5462,1132,583,549,5779,2967,2812,3835,1701,2134,1957,782,1175,57,38,156,172,204,3515,3511,10608,2029,519,1125,499,317,26,4,3115,2114,313,5,0,0,44,40,0,1,11,73,7,7,10,21,35,3,22,4,30,2255,73,0,0,243,435,0,1,122,480,34,55,15,118,90,23,387,34,145,263,256,73,94.3,12.0,5682282,1045611,5404017,1590419,551763,513821,34005,1,85,2,36,466,1,21,229,0,0,0,0,0,0,5523,3090,2433,224,149,75,3685,1336,2349,498,1662,3278,2,1,10615,379,59,15,1,0,6,2,5,4,1,1
R06321,éRå`åß,âÕñkí¨,17641,8528,9113,17454,8456,8998,1908,993,915,9078,4582,4496,6639,2943,3696,3525,1366,2159,181,59,291,322,359,5929,5914,17107,3090,1187,1766,834,626,33,13,5245,3822,883,11,1,0,154,100,1,1,15,213,8,19,28,65,102,27,72,9,57,6502,102,2,0,848,2146,1,1,229,1100,62,55,61,237,291,127,961,64,215,597,413,111,92.2,8.8,11283294,1999752,10961867,2471321,794055,1244745,24818,2,76,6,80,763,1,28,411,0,0,0,0,1,158,9276,5050,4226,274,180,94,5880,2143,3737,965,3150,4888,3,1,17086,122,177,55,2,1,21,9,43,15,39,0
R06322,éRå`åß,êºêÏí¨,4956,2387,2569,4914,2382,2532,425,216,209,2265,1142,1123,2262,1026,1236,1268,513,755,42,12,115,77,102,1686,1683,4848,841,319,613,329,244,7,5,39319,7337,252,4,0,0,35,25,0,0,5,63,2,2,8,42,22,4,10,6,24,1437,78,0,0,190,240,0,0,111,314,8,4,14,166,27,7,159,30,89,201,229,73,89.7,12.0,6434561,724308,5997773,881390,904344,455344,310882,0,0,1,15,147,1,13,81,0,0,0,0,0,0,2482,1397,1085,73,55,18,1940,701,1239,242,752,1438,14,1,4689,403,51,14,0,1,4,3,4,2,6,1
R06323,éRå`åß,í©ì˙í¨,6366,3150,3216,6314,3139,3175,561,296,265,2976,1561,1415,2828,1292,1536,1594,637,957,52,19,172,78,145,2150,2135,6131,1085,427,783,372,303,14,0,19681,5573,297,3,0,0,55,27,0,2,4,69,2,4,7,27,39,0,19,7,32,1666,17,0,0,259,443,0,3,24,285,8,11,13,105,59,0,308,38,93,418,353,70,99.2,7.9,7045703,576587,6612525,1122981,468713,650492,188432,0,0,3,31,189,1,15,113,0,0,0,0,0,0,3439,1959,1480,94,72,22,2264,819,1445,868,979,1563,4,1,6049,848,62,20,0,1,5,2,5,2,8,1
R06324,éRå`åß,ëÂç]í¨,7646,3797,3849,7559,3744,3815,761,422,339,3850,1999,1851,3035,1376,1659,1619,615,1004,87,13,155,112,207,2543,2529,7325,1331,508,816,404,323,14,7,15408,2907,342,2,1,1,42,45,0,0,5,82,3,6,4,39,46,4,22,6,34,2482,16,1,15,234,1040,0,0,33,307,12,41,8,109,100,24,391,41,110,256,228,78,83.8,8.4,6624344,822773,6275153,1286143,706947,460694,192551,1,46,3,32,313,2,25,172,0,0,0,0,1,97,4036,2259,1777,120,81,39,2678,1011,1667,581,1327,2083,3,1,7321,798,78,31,0,0,4,3,4,5,2,2
R06341,éRå`åß,ëÂêŒìcí¨,6577,3213,3364,6499,3208,3291,603,311,292,3342,1715,1627,2632,1187,1445,1353,521,832,78,14,127,102,144,2086,2080,6369,960,396,655,291,244,9,9,7954,3784,328,4,0,0,76,31,0,0,8,70,3,5,5,33,35,2,23,4,29,1985,19,0,0,394,559,0,0,61,248,23,6,11,126,82,3,341,22,90,387,234,81,90.7,11.9,6560393,590918,6095095,1274924,653924,576954,2874,0,0,3,38,233,1,15,127,0,0,0,0,0,0,3483,1930,1553,135,88,47,2342,876,1466,515,1271,1674,30,1,6182,34,64,28,0,0,5,4,2,5,7,3
R06361,éRå`åß,ã‡éRí¨,5071,2466,2605,5014,2464,2550,547,278,269,2646,1358,1288,1878,830,1048,970,356,614,57,21,109,61,108,1572,1569,4983,680,271,448,173,155,10,6,16167,3635,231,13,0,1,49,15,0,1,6,60,3,0,3,22,28,5,8,3,14,1587,147,0,3,305,467,0,1,48,209,16,0,5,78,44,52,135,35,42,367,80,60,87.5,9.8,5141708,455059,4834870,900776,388858,789401,2016,0,0,1,16,201,1,14,111,0,0,0,0,1,35,2746,1537,1209,91,65,26,1686,586,1100,471,975,1286,1,0,4791,549,57,20,0,0,3,2,2,2,4,0
R06362,éRå`åß,ç≈è„í¨,8080,3913,4167,7998,3909,4089,838,424,414,3982,2042,1940,3260,1447,1813,1680,627,1053,82,20,153,77,177,2596,2577,7806,1176,473,817,376,303,9,5,33037,6480,373,9,0,3,74,34,2,1,6,84,4,1,10,41,43,8,19,5,29,2523,91,0,17,576,544,15,1,34,343,28,4,36,240,148,9,310,27,100,662,126,95,97.4,9.6,7509943,824766,7085502,1415035,720201,744617,24587,0,0,2,34,315,1,20,187,0,0,0,0,1,36,4273,2370,1903,121,92,29,2820,1015,1805,773,1418,2050,44,0,7641,1820,78,24,0,1,3,2,5,3,6,1
R06363,éRå`åß,èMå`í¨,5007,2420,2587,4974,2420,2554,483,260,223,2421,1253,1168,2103,907,1196,1128,396,732,33,16,119,102,99,1580,1574,4711,768,277,497,232,186,9,7,11903,3471,184,4,1,0,46,17,1,0,4,35,0,5,7,13,21,0,12,5,13,1470,117,18,0,238,307,5,0,24,162,0,22,26,43,98,0,332,35,43,345,124,63,86.4,11.5,6021585,468805,5741999,808527,709195,440020,78715,0,0,1,15,178,1,12,97,0,0,0,0,0,0,2444,1376,1068,89,56,33,1969,715,1254,468,682,1284,1,0,4796,340,28,10,0,0,4,1,2,1,4,1
R06364,éRå`åß,ê^é∫êÏí¨,7203,3408,3795,7168,3390,3778,689,345,344,3508,1782,1726,3006,1281,1725,1621,592,1029,35,17,155,113,143,2320,2310,6882,1060,458,725,316,292,6,6,37422,5159,295,19,1,0,44,26,0,0,6,72,1,6,4,22,46,2,15,7,24,2045,198,2,0,230,404,0,0,45,355,10,11,30,85,96,51,396,39,93,386,108,84,88.5,5.4,6848417,662136,6648819,1304977,729441,594762,1786,0,0,3,37,270,1,17,128,0,0,0,0,1,22,3678,2062,1616,115,80,35,2717,917,1800,728,1091,1856,3,0,6585,1956,69,16,0,1,4,2,7,2,8,2
R06365,éRå`åß,ëÂë†ë∫,3028,1498,1530,3012,1497,1515,335,171,164,1505,795,710,1188,532,656,647,245,402,16,6,59,30,61,945,944,2945,440,173,293,127,119,6,5,21164,3249,164,5,0,1,29,10,3,0,2,40,0,2,2,29,19,0,3,4,15,775,34,0,6,175,58,7,0,12,152,0,4,4,141,59,0,84,17,22,251,111,69,86.2,8.9,4351444,311483,4265899,594259,779727,311681,21883,0,0,1,13,122,1,12,89,0,0,0,0,0,0,1652,938,714,46,26,20,995,363,632,335,486,818,1,0,2867,290,35,8,0,0,2,0,2,1,3,2
R06366,éRå`åß,ç¯êÏë∫,3902,1887,2015,3876,1885,1991,380,200,180,1942,999,943,1580,688,892,813,299,514,26,19,76,45,93,1193,1191,3806,506,198,374,142,141,4,3,12214,4180,147,15,0,0,24,20,0,1,1,27,0,1,4,12,16,0,8,4,14,1232,236,0,0,311,236,0,4,2,99,0,3,9,33,54,0,125,20,100,379,51,67,82.9,5.7,4922207,363659,4461392,712956,366856,337797,262,0,0,1,15,161,1,13,89,0,0,0,0,0,0,2180,1210,970,48,36,12,1293,440,853,647,582,943,1,0,3793,637,25,7,0,0,2,0,2,1,0,2
R06367,éRå`åß,åÀëÚë∫,4199,1987,2212,4139,1978,2161,367,175,192,2128,1084,1044,1704,728,976,899,302,597,60,12,87,42,93,1359,1350,4008,593,284,446,164,165,5,3,26131,4608,193,4,0,0,42,22,0,0,7,36,0,1,3,16,20,2,16,5,19,1153,41,0,0,325,202,0,0,59,132,0,3,5,57,38,3,220,26,42,303,55,77,81.4,12.8,5234734,383989,4641337,778994,547185,339013,0,0,0,0,0,0,0,0,0,1,29,144,77,0,0,2173,1214,959,89,57,32,1534,527,1007,320,736,1014,1,0,4033,671,34,15,0,0,3,0,1,0,0,1
R06381,éRå`åß,çÇî©í¨,22463,10950,11513,22264,10863,11401,2709,1407,1302,12134,6172,5962,7597,3355,4242,3908,1497,2411,196,105,339,376,506,7358,7346,22064,3728,1437,1980,784,681,56,35,18026,7665,1027,16,0,0,156,113,0,4,24,239,9,60,25,94,101,19,64,8,95,8107,104,0,0,739,3023,0,9,300,1396,88,151,86,318,205,213,730,73,672,903,307,133,92.9,11.5,12771839,2438832,11996936,3479031,1133551,1035556,51667,1,102,6,88,1036,1,44,611,0,0,0,0,1,141,12108,6597,5511,460,285,175,6841,2473,4368,1663,4328,6083,6,1,21758,1430,198,75,2,1,12,9,18,14,29,2
R06382,éRå`åß,êÏêºí¨,14558,7101,7457,14477,7082,7395,1497,723,774,7370,3897,3473,5682,2475,3207,2991,1069,1922,68,45,243,215,295,4495,4434,13821,2013,796,1335,521,469,31,13,16660,8646,579,23,0,0,82,62,0,3,12,133,8,6,10,48,72,5,44,13,58,4682,245,0,0,395,1292,0,8,100,736,75,18,20,233,140,40,1027,188,165,837,280,135,94.6,12.6,13202607,1433949,12505829,2426348,1405701,1057611,548401,3,148,5,69,561,1,23,314,0,0,0,0,1,153,7567,4255,3312,283,194,89,5045,1847,3198,1232,2426,3851,1,2,13773,2125,118,38,1,2,9,4,124,11,46,3
R06401,éRå`åß,è¨çëí¨,7107,3573,3534,7047,3533,3514,688,338,350,3527,1956,1571,2882,1273,1609,1625,636,989,56,28,149,168,233,2810,2798,6867,1377,866,843,454,411,9,10,73756,7862,359,10,1,1,48,28,1,1,4,76,6,13,7,50,54,6,13,10,30,3237,97,2,16,477,1425,0,1,49,383,22,36,14,187,94,62,214,50,108,180,180,88,86.9,12.5,8024306,1193984,7339428,1330007,1211870,527732,231304,0,0,2,28,252,2,22,165,0,0,0,0,2,129,3525,2068,1457,109,79,30,2710,1040,1670,281,1524,1689,2,0,6783,651,69,30,0,1,3,1,7,2,13,1
R06402,éRå`åß,îíëÈí¨,12890,6357,6533,12769,6314,6455,1382,745,637,6515,3334,3181,4990,2276,2714,2588,1032,1556,121,36,239,159,238,4389,4371,12555,2198,932,1373,650,555,17,15,15771,5702,617,13,0,0,83,93,0,1,13,133,5,12,17,48,69,10,45,7,68,4641,110,0,0,476,1639,0,8,273,613,27,34,95,178,112,132,569,52,323,478,626,107,90.3,10.7,10748508,1207033,9853664,2164542,931800,790861,384999,0,0,4,54,502,1,25,322,0,0,0,0,1,72,6654,3701,2953,166,108,58,4569,1739,2830,697,2439,3477,1,1,12556,1255,122,39,1,1,8,2,9,2,13,2
R06403,éRå`åß,î—ñLí¨,6613,3214,3399,6563,3199,3364,755,401,354,3300,1703,1597,2555,1108,1447,1362,486,876,48,23,127,84,156,2125,2117,6405,1020,413,619,252,271,13,5,32941,5425,282,16,0,0,37,36,1,0,4,59,4,3,7,32,31,3,17,6,26,2599,150,0,0,316,1162,1,0,58,291,6,13,18,177,68,10,217,33,79,463,99,83,93.1,12.8,8256101,684679,7724246,1418538,661039,609156,752756,0,0,4,41,298,1,16,153,0,0,0,0,0,0,3610,2005,1605,93,61,32,2139,740,1399,595,1235,1756,64,0,6487,594,54,13,0,0,5,0,3,0,4,0
R06426,éRå`åß,éOêÏí¨,7601,3694,3907,7566,3680,3886,994,539,455,3929,2032,1897,2664,1115,1549,1437,491,946,30,41,110,193,184,2332,2319,7107,1164,456,555,229,221,19,7,3322,3322,449,14,0,0,64,32,3,1,10,129,7,8,13,39,46,8,29,6,40,4487,76,0,0,341,887,12,13,271,1314,56,53,57,284,211,41,696,50,125,366,69,67,84.9,9.8,5649656,1004821,5302877,1240984,417740,591559,0,1,54,3,42,421,1,25,204,0,0,0,0,0,0,3902,2126,1776,102,67,35,2475,889,1586,565,1165,2147,2,0,7096,146,100,30,3,1,4,3,10,3,25,2
R06428,éRå`åß,èØì‡í¨,20151,9636,10515,20041,9599,10442,2161,1103,1058,10362,5305,5057,7578,3199,4379,4057,1484,2573,106,88,364,379,476,6650,6636,19658,3225,1318,1890,754,744,47,24,24917,11065,815,24,0,3,120,100,1,1,12,183,8,12,21,73,109,9,63,16,60,6355,220,0,17,620,1467,12,12,289,955,125,35,90,229,261,26,1538,105,354,842,104,133,95.9,10.8,13718764,2098909,12781379,3025294,1658335,1656575,5745,4,178,5,71,838,2,45,457,0,0,0,0,1,190,10750,5784,4966,315,215,100,6824,2482,4342,1303,3125,6158,9,2,19526,676,155,59,2,1,8,6,27,11,14,2
R06461,éRå`åß,óVç≤í¨,13032,6189,6843,12967,6157,6810,1210,611,599,6312,3254,3058,5507,2322,3185,2882,1022,1860,65,32,293,173,248,4432,4417,12518,2178,923,1470,628,623,20,17,20839,9688,559,23,5,1,81,48,1,0,11,132,4,18,6,52,61,10,43,12,51,3653,396,42,8,355,606,2,0,134,684,24,36,15,220,129,43,707,85,167,400,411,111,88.3,10.7,10542572,1377503,9908514,2114661,965523,958846,0,0,0,1,30,452,1,23,275,0,0,0,0,1,61,6728,3614,3114,217,147,70,4824,1788,3036,1117,1803,3800,0,1,12692,1012,118,36,1,1,7,5,9,8,7,3
R07201,ïüìáåß,ïüìáés,282693,138190,144503,275185,134285,140900,31136,15969,15167,160024,81311,78713,84304,36593,47711,43183,16798,26385,1772,1429,3808,7199,8070,121919,121655,274946,64310,44664,28664,14478,14344,901,347,76772,27421,11926,49,1,1,1143,628,32,124,210,2925,244,1004,625,1308,1070,339,1101,74,1048,126192,618,2,6,10198,17771,562,2080,4774,24898,4177,2981,3882,9876,4815,4504,21230,1048,12770,3094,1882,1420,92.7,2.3,134771525,40396317,124709832,48027709,14070212,13151940,392497,27,1983,45,844,12612,23,539,6587,0,0,0,0,15,8175,130741,72018,58723,5131,3256,1875,88452,32368,56084,5065,29226,91650,22,4,268623,10228,2204,1015,49,15,249,131,1212,198,766,45
